,nvplay_name,name,cricinfo_id
0,AA Daniel,Ashian Daniel,1162381.0
1,KIC Asalanka,Charith Asalanka,784367.0
2,KMA Paul,Keemo Paul,677081.0
3,LD Chandimal,Dinesh Chandimal,300628.0
4,MH Subasingha,Movin Subasingha,1210287.0
5,MM Theekshana,Maheesh Theekshana,1138316.0
6,MNK Fernando,Nuwanidu Fernando,1074333.0
7,Muditha Lakshan,Muditha Lakshan,985497.0
8,N Pradeep,Nuwan Pradeep,324358.0
9,NLTC Perera,Thisara Perera,233514.0
10,Niroshan Dickwella,Niroshan Dickwella,429754.0
11,Nuwan Thushara,Nuwan Thushara,955235.0
12,PN Nissanka Silva,Pathum Nissanka,1028655.0
13,R Gurbaz,Rahmanullah Gurbaz,974087.0
14,Ravi Bopara,Ravi Bopara,10582.0
15,S Prasanna,Seekkuge Prasanna,268740.0
16,Shammu Ashan,Sammu Ashan,786645.0
17,Sammu Ashan,Sammu Ashan,786645.0
18,Shoaib Malik,Shoaib Malik,42657.0
19,Suranga Lakmal,Suranga Lakmal,49619.0
20,Tom Kohler Cadmore,Tom Kohler-Cadmore,470633.0
21,V Viyaskanth,Vijayakanth Viyaskanth,1153149.0
22,WIA Fernando,Avishka Fernando,784369.0
23,Wahab Riaz,Wahab Riaz,43590.0
24,Wahab Riaz,Wahab Riaz,43590.0
25,JK Fuller,James Fuller,451782.0
26,Imad Wasim,Imad Wasim,227758.0
27,Z Khan,Zaman Khan,1272475.0
28,B Fernando,Binura Fernando,629080.0
29,DH Pulina Tharanga,Pulina Tharanga,508964.0
30,CR Brathwaite,Carlos Brathwaite,457249.0
31,Benny Howell,Benny Howell,211748.0
32,Dominic Drakes,Dominic Drakes,906749.0
33,BKG Mendis,Kusal Mendis,629074.0
34,Azam Khan,Azam Khan,1137262.0
35,DM de Silva,Dhananjaya de Silva,465793.0
36,AD Mathews,Angelo Mathews,49764.0
37,I Ahmed,Iftikhar Ahmed,480603.0
38,Dunith Wellalage,Dunith Wellalage,1152427.0
39,Andre Fletcher,Andre Fletcher,51862.0
40,Shevon Daniel,Shevon Daniel,1194744.0
41,PA van Meekeren,Paul van Meekeren,348109.0
42,PBB Rajapaksa,Bhanuka Rajapaksa,342619.0
43,PC de Silva,Chaturanga de Silva,345825.0
44,PHKD Mendis,Kamindu Mendis,784373.0
45,PM Dabare,Thanuka Dabare,931015.0
46,WSR Samarawickrama,Sadeera Samarawickrama,629076.0
47,PW Hasaranga,Wanindu Hasaranga,784379.0
48,WRT Mendis,Ramesh Mendis,629084.0
49,N Ahmed Lakanwal,Noor Ahmad,1182529.0
50,N Ahmad Lakanwal,Noor Ahmad,1182529.0
51,SB Raza,Sikandar Raza,299572.0
52,SB Raza,Sikandar Raza,299572.0
53,Ashan Randika,Ashan Randika,1082298.0
54,Thisara Perera,Thisara Perera,233514.0
55,J Cox,Jordan Cox,1112537.0
56,MD Shanaka,Dasun Shanaka,437316.0
57,Lahiru Madushanka,Lahiru Madushanka,428366.0
58,KNA Bandara,Ashen Bandara,958691.0
59,L Kumara,Lahiru Kumara,784375.0
60,FA Allen,Fabian Allen,670013.0
61,Tom Abell,Tom Abell,462727.0
62,K Janat,Karim Janat,793467.0
63,Navod Paranavithana,Navod Paranavithana,1152410.0
64,KT Hasanka Ratnayake,Tharindu Rathnayake,950405.0
65,JDF Vandersay,Jeffrey Vandersay,370040.0
66,NM Ul-Haq,Naveen-ul-Haq,793447.0
67,I Udana,Isuru Udana,328026.0
68,C Karunaratne,Chamika Karunaratne,623695.0
69,KWS Lakshan Fernando,Suminda Lakshan,1077063.0
70,RS Fernando,Ravindu Fernando,1217156.0
71,Lahiru Udara,Lahiru Udara,704693.0
72,PL Madushan,Pramod Madushan,826689.0
73,MADI Hemantha,Dushan Hemantha,721041.0
74,K Rajitha,Kasun Rajitha,499594.0
75,AM Fernando,Asitha Fernando,786925.0
76,Ashan Priyanjan,Ashan Priyanjan,233802.0
77,KNF Madushka,Nishan Madushka,1126045.0
78,NL Ahmad,Noor Ahmad,1182529.0
79,Anwar Ali,Anwar Ali,232491.0
80,Lasith Croospulle,Lasith Croospulle,1027867.0
81,N Zadran,Najibullah Zadran,524049.0
82,Asad Shafiq,Asad Shafiq,316397.0
83,Waqar Salamkheil,Waqar Salamkheil,1108490.0
84,Dilshan Madushanka,Dilshan Madushanka,793007.0
85,M Bhanuka,Minod Bhanuka,629075.0
86,L Sandakan,Lakshan Sandakan,429738.0
87,OR Thomas,Oshane Thomas,914567.0
88,Afif Dhrubo Hossain,Afif Hossain,935995.0
89,MMA Chamindu Wijesinghe,Chamindu Wijesinghe,1162378.0
90,Kalana Perera,Kalana Perera,1152432.0
91,Kavin Bandara,Kavin  Bandara,786639.0
92,M Forde,Matthew Forde,1209190.0
93,Dilum Sudeera,Dilum Sudeera,792615.0
94,Sachitha Jayatilake,Sachitha Jayatilake,727399.0
95,Dhananjaya Lakshan,Dhananjaya Lakshan,792519.0
96,M Nabi,Mohammad Nabi,25913.0
97,PAKP Jayawickrama,Praveen Jayawickrama,1028665.0
98,Oshada Fernando,Oshada Fernando,366725.0
99,Nipun Malinga,Nipun Malinga,1057696.0
100,Chamidu Wickramasinghe,Chamindu Wickramasinghe,1186658.0
101,Nimesh Vimukthi,Nimesh Vimukthi,1070154.0
102,Sahan Arachchige,Sahan Arachchige,693975.0
