,src_player_id,cricinfo_id
0,nv_98e1b20302a1f463ded633c6ac1d7352d759df774a27bcc492b969f2cefdd22f,32498
1,nv_b6cca3290b0b7df494f3ce89173d84655c4681cbedc72b49e486c7bb8ad3b0c2,10582
2,nv_5481648f7f177ec59ddbe58249ae138e4291f9d1e3455d743defc5ec5e6c6f8a,45705
3,nv_7f34a9a2c0960fc615253f47944aa8cf73bed767722bc18ac1b997571c2863ab,1196500
4,nv_90c2db56be4f8619c2f2b00d2a49c046e2d40c3a2866fc2515a25389b43011dc,1070997
5,nv_5fa8e342bae67798a9684a2c73419f0347ee2f00c874b1255d0f85e200427ae0,1126002
6,nv_7ca55d6c02cf424b8131299936fa057e6fb4d075986264404aaf0ed6db9a8d3e,52912
7,nv_cd75fa245910c341bbc5f735565d8eaa89a860f90350119c4b2ff7c98b197c6d,51862
8,nv_1f5c0c6245a14642909a410b133789506090bdcff031b12c56fc8eeac85cd05d,1241201
9,nv_4b2c021d6955a2d488d601d9738b937f4e727efcc870aa2550957ac20af8aa33,1241269
10,nv_ff9e7accb78e4dc2a676d11e2b296d262f490c9408a031620c786adf5e9b9739,1161038
11,nv_2c94e3031cff35a86688c2fbdf3909c3519495bd3f630a88c57d48bd67b28de1,537319
12,nv_712089329b16da5657635c45a9e14b562b730ef82ba07c8f94009d536e7f9549,534734
13,nv_e48f91093cdf69798268dd59cb142cbaee9d5d2829bc8bdbe0da095ed38929e0,18632
14,nv_e658031d54b7d42f957ccc60c117b7e9361921d902e9c98b6f825ea24d2626ae,429754
15,nv_9db8845c4b5334e81f050a37df2d6afcea0b94c6f32e63d1c3b263a020f76a46,766809
16,nv_cdca32407c6e8d286addcc4f810ddf9ad3742ddd6012176d20dc1b88052b8100,40618
17,nv_fbd306e50daf531175a9b100be12268162cc956734102da26b7f0bfdce90e390,1328438
18,nv_2a379467a8585a260f0c98195f97518c9e884151e45eba618d0b98e84efd5a82,906749
19,nv_22b6283bde1431c296b308752c27f7b78136bd0c34fb4edd7084f5a3bfcc6a7d,699483
20,nv_a1a5fa169836b489968e590b0055d97f529b5cdb647b363ac2e7b696e4c5445c,446499
21,nv_0dcf69d7021202bf766f8a324c9a352d63174943ea89c09f791cd871b8ca5e32,348129
22,nv_e9212f227a1da4b4dbd3addf685707fe7d49e8b5a360ebcc196ae870ff9cf70d,922943
23,nv_927daa13dc1d43ff3da668303d507610b71528e35e47e0538948e326ba513606,485379
24,nv_9d012e4855b80c35d5bb1b6170de06815e261bd12b108ad7c7ef311856eafb05,556916
25,nv_9643e0132e95d96ccfff4ad55a51020700f30757f44596c8aa0fb8a8b32c21fe,328160
26,nv_9003d0ac0b4244a85b906647059a38993b8cca8f867b9b2ddc85224dffe1c074,379926
27,nv_13de13ba8611ef443374a2ed556fab0793c0b0b9fc6e44a656d83d5df1c2ea77,935881
28,nv_659f19730b7da9d21302c93ed5a2f3404153b865d71e5e567eff35dc31cd78d3,223642
29,nv_ffa2db6bf6c55ef8eb865768243400d686f0427d075190bd276f16c31d36a323,334621
30,nv_1a29863d84ab253485fb8e838aa67c7a798620fc924f1e87582469dba2cae5b5,594293
31,nv_2a09ecbb51407fc5d4838c2cb3478b3a12d051950b11ebbf3b099868ce540700,803971
32,nv_e282455ab7b897c0c61dce299fde21dd63813094ff2c4082e4e69c4493776600,1146066
33,nv_3540d324db3e56ec583dd3b03a9594dcc25af7a04ac134a5eeb910d685e9c4cf,858809
34,nv_c37b4284c59d8d5356914438bd710e6e4927a4a54026bf687bff03db9ea23a85,960847
35,nv_c29d4afd2aaf37358bcc990f0ddfd25b48627d706af285acc829b5d3fb5baa3d,329336
36,nv_285285364f808f3f97d18d50cb78c7353741c86e3bf57fdf77a209aea166d181,231740
37,nv_6687f37176894b315b3fbce98df1ac9dd368fc3987548b0c5d875ae117d84008,275487
38,nv_18c4609ae7c96eccfa8f89683dde229c4db8829056c4893477ed19133494447b,961183
39,nv_e7ff38634f3408e5950513f7c03b0447c74fa16f184fb2e69dc87fad89d993fb,1212830
40,nv_a92882855033c6ad8b4cd145eea764ec19b1ff245bf214dc54f0a20fd42f3b6c,358259
41,nv_d15a5799691eb1341d53f56797e6bf3452ba6b907cc5a7f9b11c68319cce886f,1255560
42,nv_f4e0c4b5964a7180f1d36b457fac556c219c2fa37084035592743fe7da7a7f3e,420314
43,nv_945a2ef9292791d4e6ef495adeb5bb779078ed5ec86b9f0c0b2a14ebf145ae83,709843
44,nv_91916f1fa1cbdb85130b3fbc525a1bdca7a8881d5177363a8bda6866f888750d,275486
45,nv_f3cc23ce9ba62e5e509cf9221a23bf5327612fc7d866e56bc9d70d9f572b76c4,381311
46,nv_b6ccd3e2f318f0d8b4533741a8fb7ec3b3bed48bd1eed903d6d91a3689959d92,381268
47,nv_3228500af394d5d357add52ab100f45c62ad3a871285429324292249f40dcffe,1255541
48,nv_1a859d8fc3abb49520aeb2e34f5cca944d37c85ae4be6220fe1510707c17202b,878039
49,nv_ebab9c00c5ba90f3ed4b646c5ed97379bbcc3b0ced7c0b81dbb1823a20ba73f8,1289948
50,nv_af5a5f198486e04fb9bf81d725625c78ea847bd9d0eaadd4bfcc269f1fe900bb,960853
51,nv_e7ccc96a66819fbe610a8aa947c73468ef9266e8e9c362d4b7026b6d5875cdcd,1187120
52,nv_e1d25212441831e64c82ee0fe4071cd2757337597260686c55c1c1debf47ed4d,374936
53,nv_d98a316e15e01174745bffb912d70331a753edf6b7819c67abf900cb1d57469e,1289979
54,nv_f8e1aa866ceaeea7512d2d411e5a6d451b19068e15f111ee5b408eba0ef38d0f,960949
55,nv_7766fb5c5551e8df5cf89bfc6f23c0e52033d086c0b3797ef5c69210eac4bf6b,872217
56,nv_2344992496e51f18618fa134587052cad7ea204c40ee5e49900f6a8dd6fa469a,275447
57,nv_7bebcf298f5c2a6efbff534926eae94194cdc2a0914d383b8e4e2954dd54e92e,961195
58,nv_7c8019086a341b37031c6d5b95a448db912b35f33a9b4032e56cdfdcc53e5f2e,960931
59,nv_1f6e5a3b4b70f191cbc6948cdd020ab09322a7c6c88ea5fcb61927a6c361b824,961005
60,nv_d07ca8b0feadb3551c67790d0c5bc2a3159ccb720cefb1bffd69765aa3b90ac4,1255408
