,cricketer,cricinfo_id
316,https://www.espncricinfo.com/cricketers/shabnam-md-1346683,1346683
317,https://www.espncricinfo.com/cricketers/dayalan-hemalatha-961107,961107
318,https://www.espncricinfo.com/cricketers/issy-wong-1146066,1146066
319,https://www.espncricinfo.com/cricketers/ashwani-kumari-1345792,1345792
320,https://www.espncricinfo.com/cricketers/annabel-sutherland-1071705,1071705
321,https://www.espncricinfo.com/cricketers/tanuja-kanwar-960847,960847
322,https://www.espncricinfo.com/cricketers/sabbhineni-meghana-556529,556529
323,https://www.espncricinfo.com/cricketers/parunika-sisodia-1289559,1289559
324,https://www.espncricinfo.com/cricketers/tahlia-mcgrath-381311,381311
325,https://www.espncricinfo.com/cricketers/sneh-rana-556537,556537
326,https://www.espncricinfo.com/cricketers/ashleigh-gardner-858809,858809
327,https://www.espncricinfo.com/cricketers/kim-garth-418423,418423
328,https://www.espncricinfo.com/cricketers/james-vince-296597,296597
329,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,230559
330,https://www.espncricinfo.com/cricketers/alex-hales-249866,249866
331,https://www.espncricinfo.com/cricketers/chris-jordan-288992,288992
332,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,784379
333,https://www.espncricinfo.com/cricketers/david-wiese-221140,221140
334,https://www.espncricinfo.com/cricketers/naveen-ul-haq-793447,793447
335,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087,974087
336,https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,25913
337,https://www.espncricinfo.com/cricketers/dawid-malan-236489,236489
338,https://www.espncricinfo.com/cricketers/chris-benjamin-1149157,1149157
339,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,325012
340,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,784379
341,https://www.espncricinfo.com/cricketers/karthik-meiyappan-1058987,1058987
342,https://www.espncricinfo.com/cricketers/evin-lewis-431901,431901
343,https://www.espncricinfo.com/cricketers/mark-deyal-848623,848623
344,https://www.espncricinfo.com/cricketers/jamal-todd-1353031,1353031
345,https://www.espncricinfo.com/cricketers/james-vince-296597,296597
346,https://www.espncricinfo.com/cricketers/junaid-siddique-1203754,1203754
347,https://www.espncricinfo.com/cricketers/joe-denly-12454,12454
348,https://www.espncricinfo.com/cricketers/alishan-sharafu-1161038,1161038
349,https://www.espncricinfo.com/cricketers/moeen-ali-8917,8917
350,https://www.espncricinfo.com/cricketers/paul-walter-909225,909225
351,https://www.espncricinfo.com/cricketers/chris-jordan-288992,288992
352,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,230559
353,https://www.espncricinfo.com/cricketers/muhammad-jawadullah-1353033,1353033
354,https://www.espncricinfo.com/cricketers/noor-ahmad-1182529,1182529
355,https://www.espncricinfo.com/cricketers/alex-hales-249866,249866
356,https://www.espncricinfo.com/cricketers/tom-kohler-cadmore-470633,470633
357,https://www.espncricinfo.com/cricketers/chris-woakes-247235,247235
358,https://www.espncricinfo.com/cricketers/david-wiese-221140,221140
359,https://www.espncricinfo.com/cricketers/bilal-khan-317995,317995
360,https://www.espncricinfo.com/cricketers/chris-lynn-326637,326637
361,https://www.espncricinfo.com/cricketers/dominic-drakes-906749,906749
362,https://www.espncricinfo.com/cricketers/qais-ahmad-914171,914171
363,https://www.espncricinfo.com/cricketers/jamie-overton-510530,510530
364,https://www.espncricinfo.com/cricketers/tom-banton-877051,877051
