team_id,color_code,color_code_gradient,competition_name,load_timestamp,playoffs,seasons_played,src_team_id,team_image_url,team_name,team_short_name,titles
42,#143C76,#000000,SA20,2023-12-06 08:46:12,1,"[2023, 2024]",4ee912756e2fa98e,https://jioaishared.blob.core.windows.net/sports/teams/SA20/sunrisers-eastern-squad.png,SUNRISERS EASTERN SQUAD,SES,1
40,#143C76,#000000,SA20,2023-12-06 08:46:12,1,"[2023, 2024]",8e8a773dbf9524b9,https://jioaishared.blob.core.windows.net/sports/teams/SA20/paarl-royals.png,PAARL ROYALS,PR,0
38,#143C76,#000000,SA20,2023-12-06 08:46:12,1,"[2023, 2024]",ad7d34f4c2a54e4c,https://jioaishared.blob.core.windows.net/sports/teams/SA20/joburg-super-kings.png,JOBURG SUPER KINGS,JSK,0
39,#143C76,#000000,SA20,2023-12-06 08:46:12,0,"[2023, 2024]",a805e4d7fe9c6226,https://jioaishared.blob.core.windows.net/sports/teams/SA20/mi-cape-town.png,MI CAPE TOWN,MICT,0
37,#143C76,#000000,SA20,2023-12-06 08:46:12,0,"[2023, 2024]",2a2d16a741cf3a77,https://jioaishared.blob.core.windows.net/sports/teams/SA20/durban-super-gaints.png,DURBAN SUPER GAINTS,DSG,0
41,#143C76,#000000,SA20,2023-12-06 08:46:12,1,"[2023, 2024]",225325a0029a6046,https://jioaishared.blob.core.windows.net/sports/teams/SA20/pretoria-captials.png,PRETORIA CAPTIALS,PC,0
