,player,Match,Date,cricinfo_id
751,Rohail Nazir,,16/02/2022,1092313.0
752,D Aziz,,17/02/2022,
753,M Musa Khan,,17/02/2022,
754,Ghulam Mudassar,,18/02/2022,938937.0
755,Mohammad Irfan,,18/02/2022,716779.0
756,Mohammad Irfan,,18/02/2022,9999996.0
757,Mohammad Irfan,,18/02/2022,429981.0
758,Mohammad Irfan,,18/02/2022,805925.0
759,Mohammad Irfan,,18/02/2022,788987.0
760,Mir Hamza,,18/02/2022,556684.0
761,S Akhtar,,19/02/2022,
762,W Maqsood,,19/02/2022,
763,N Nawaz,,20/02/2022,
764,M Hurraira,,20/02/2022,
765,Muhammad Musa,,20/02/2022,1072472.0
766,Z Mahmood,,20/02/2022,
767,A Azmat,,20/02/2022,
768,Khalid Usman,,21/02/2022,316318.0
769,Zeeshan Ashraf,,27/02/2022,520183.0
770,Asif Afridi,,27/02/2022,385065.0
771,Rumman Raees,,27/02/2022,448243.0
772,MT Baig,Lahore Qalandars v Multan Sultans,13/02/2023,
773,MJ Guptill,Multan Sultans v Quetta Gladiators,15/02/2023,226492.0
774,Irfan Khan,Karachi Kings v Islamabad United,16/02/2023,1199426.0
775,Hassan Nawaz,Karachi Kings v Islamabad United,16/02/2023,1329695.0
776,HE van der Dussen,Karachi Kings v Islamabad United,16/02/2023,337790.0
777,R Powell,Multan Sultans v Peshawar Zalmi,17/02/2023,820351.0
778,S Muqeem,Multan Sultans v Peshawar Zalmi,17/02/2023,
779,OF Smith,Karachi Kings v Quetta Gladiators,18/02/2023,820691.0
780,A Ahmed,Multan Sultans v Islamabad United,19/02/2023,
781,QK Ahmad,Quetta Gladiators v Lahore Qalandars,21/02/2023,
782,A Iqbal,Peshawar Zalmi v Islamabad United,23/02/2023,520126.0
783,Aimal Khan,Quetta Gladiators v Islamabad United,24/02/2023,1339131.0
784,T Tayyab,Karachi Kings v Multan Sultans,26/02/2023,
785,AJ Hosein,Karachi Kings v Multan Sultans,26/02/2023,530812.0
786,Ihsanullah,Karachi Kings v Multan Sultans,26/02/2023,703323.0
787,Ihsanullah,Karachi Kings v Multan Sultans,26/02/2023,1283740.0
788,Saad Masood,Lahore Qalandars v Peshawar Zalmi,26/02/2023,1339104.0
789,Zeeshan Zameer,Lahore Qalandars v Islamabad United,27/02/2023,1249881.0
790,Haseebullah Khan,Peshawar Zalmi v Karachi Kings,01/03/2023,1171127.0
791,Akif Javed,Peshawar Zalmi v Karachi Kings,01/03/2023,1203669.0
792,Omair Yousuf,Quetta Gladiators v Karachi Kings,06/03/2023,1126059.0
793,Shawaiz Irfan,Peshawar Zalmi v Lahore Qalandars,07/03/2023,1339088.0
794,F Farooqi,Islamabad United v Lahore Qalandars,09/03/2023,
795,S Dadswell,Lahore Qalandars v Karachi Kings,12/03/2023,595406.0
796,D HUSSAIN,Lahore Qalandars v Karachi Kings,12/03/2023,
797,Ahsan Bhatti,Lahore Qalandars v Peshawar Zalmi,17/03/2023,926037.0
798,Lahiru Milantha,Texas Super Kings v Los Angeles Knight Riders,14/07/2023,699483.0
799,M Kumar,Texas Super Kings v Los Angeles Knight Riders,14/07/2023,
800,C Savage,Texas Super Kings v Los Angeles Knight Riders,14/07/2023,
801,Nitish Kumar,Texas Super Kings v Los Angeles Knight Riders,14/07/2023,348129.0
802,J Malhotra,Texas Super Kings v Los Angeles Knight Riders,14/07/2023,
803,Corne Dry,Texas Super Kings v Los Angeles Knight Riders,14/07/2023,
804,LH Ferguson,Texas Super Kings v Los Angeles Knight Riders,14/07/2023,493773.0
805,Muhammad Ali Khan,Texas Super Kings v Los Angeles Knight Riders,14/07/2023,
806,AJ Finch,MI New York v San Francisco Unicorns,15/07/2023,5334.0
807,CJ Anderson,MI New York v San Francisco Unicorns,15/07/2023,36189.0
808,CJ Anderson,MI New York v San Francisco Unicorns,15/07/2023,277662.0
809,Tajinder Dhillon,MI New York v San Francisco Unicorns,15/07/2023,
810,D Brevis,MI New York v San Francisco Unicorns,15/07/2023,1070665.0
811,S Taylor,MI New York v San Francisco Unicorns,15/07/2023,523077.0
812,MD Patel,MI New York v San Francisco Unicorns,15/07/2023,1159641.0
813,H Azam,MI New York v San Francisco Unicorns,15/07/2023,
814,Andries Gous,Seattle Orcas v Washington Freedom,15/07/2023,485379.0
815,Mukhtar Ahmed,Seattle Orcas v Washington Freedom,15/07/2023,556916.0
816,MC Henriques,Seattle Orcas v Washington Freedom,15/07/2023,5961.0
817,M Jansen,Seattle Orcas v Washington Freedom,15/07/2023,696401.0
818,Obus Pienaar,Seattle Orcas v Washington Freedom,15/07/2023,328160.0
819,Dane Piedt,Seattle Orcas v Washington Freedom,15/07/2023,379926.0
820,Nauman Anwar,Seattle Orcas v Washington Freedom,15/07/2023,788879.0
821,GSNFG Jayasuriya,Seattle Orcas v Washington Freedom,15/07/2023,422965.0
822,SO Hetmyer,Seattle Orcas v Washington Freedom,15/07/2023,670025.0
823,SS Ranjane,Seattle Orcas v Washington Freedom,15/07/2023,554701.0
824,C Bishnoi,San Francisco Unicorns v Seattle Orcas,16/07/2023,628217.0
825,LE Plunkett,San Francisco Unicorns v Seattle Orcas,16/07/2023,19264.0
826,C le Roux,San Francisco Unicorns v Seattle Orcas,16/07/2023,440894.0
827,G Coetzee,Texas Super Kings v Washington Freedom,17/07/2023,596010.0
828,S Jahangir,Los Angeles Knight Riders v MI New York,17/07/2023,
829,K Rabada,Los Angeles Knight Riders v MI New York,17/07/2023,550215.0
830,N Kenjige,Los Angeles Knight Riders v MI New York,17/07/2023,
831,TA Boult,Los Angeles Knight Riders v MI New York,17/07/2023,277912.0
832,C Chetty,Texas Super Kings v MI New York,18/07/2023,322815.0
833,Mohammad Mohsin,Seattle Orcas v Texas Super Kings,22/07/2023,935881.0
834,Z Haq,Seattle Orcas v Texas Super Kings,22/07/2023,
835,Rusty Theron,Seattle Orcas v Texas Super Kings,22/07/2023,223642.0
836,G Singh,Los Angeles Knight Riders v Seattle Orcas,23/07/2023,230551.0
837,G Singh,Los Angeles Knight Riders v Seattle Orcas,23/07/2023,870013.0
838,S Badar,Los Angeles Knight Riders v Seattle Orcas,23/07/2023,
839,Shadley van Schalkwyk,Los Angeles Knight Riders v Seattle Orcas,23/07/2023,334621.0
840,Harmeet Singh,MI New York v Seattle Orcas,26/07/2023,422847.0
841,Harmeet Singh,MI New York v Seattle Orcas,26/07/2023,391128.0
842,Justin Dill,Washington Freedom v MI New York,28/07/2023,594293.0
843,AA Nortje,Washington Freedom v MI New York,28/07/2023,
844,S Netravalkar,Washington Freedom v MI New York,28/07/2023,
845,SL Van Staden,Texas Super Kings v MI New York,29/07/2023,
846,R Uthappa,Dubai Capitals v Abu Dhabi Knight Riders,13/01/2023,
847,Yusuf Pathan,Dubai Capitals v Abu Dhabi Knight Riders,13/01/2023,32498.0
848,BA King,Dubai Capitals v Abu Dhabi Knight Riders,13/01/2023,670035.0
849,Zawar Farid,Dubai Capitals v Abu Dhabi Knight Riders,13/01/2023,1196500.0
850,Connor Esterhuizen,Dubai Capitals v Abu Dhabi Knight Riders,13/01/2023,1070997.0
851,Fahad Nawaz,Dubai Capitals v Abu Dhabi Knight Riders,13/01/2023,1126002.0
852,Ravi Rampaul,Dubai Capitals v Abu Dhabi Knight Riders,13/01/2023,52912.0
853,M Waseem,MI Emirates v Sharjah Warriors,14/01/2023,
854,E Lewis,MI Emirates v Sharjah Warriors,14/01/2023,431901.0
855,MJ Siddique,MI Emirates v Sharjah Warriors,14/01/2023,
856,Matiullah Khan,Abu Dhabi Knight Riders v Gulf Giants,15/01/2023,1241201.0
857,MG Erasmus,Abu Dhabi Knight Riders v Gulf Giants,15/01/2023,519070.0
858,R Mustafa,Desert Vipers v Sharjah Warriors,15/01/2023,
859,Hazrat Luqman,Dubai Capitals v Gulf Giants,16/01/2023,1241269.0
860,Alishan Sharafu,Sharjah Warriors v MI Emirates,17/01/2023,1161038.0
861,Kennar Lewis,Abu Dhabi Knight Riders v Desert Vipers,18/01/2023,537319.0
862,Chirag Suri,Dubai Capitals v Gulf Giants,19/01/2023,534734.0
863,Raja Akifullah,Dubai Capitals v Gulf Giants,19/01/2023,
864,RA Reifer,Abu Dhabi Knight Riders v MI Emirates,21/01/2023,450101.0
865,AA Khan,Gulf Giants v Sharjah Warriors,23/01/2023,
866,SM Sharma,Gulf Giants v Sharjah Warriors,23/01/2023,1199670.0
867,V Aravind,Desert Vipers v MI Emirates,24/01/2023,1178586.0
868,AA Naseer,Dubai Capitals v Desert Vipers,28/01/2023,
869,SS Cottrell,Dubai Capitals v Desert Vipers,28/01/2023,495551.0
870,Shiraz Ahmed,Desert Vipers v MI Emirates,29/01/2023,1206625.0
871,HG Munsey,Abu Dhabi Knight Riders v Dubai Capitals,30/01/2023,671805.0
872,B Hameed,Gulf Giants v MI Emirates,01/02/2023,
873,LJ Tucker,Abu Dhabi Knight Riders v MI Emirates,03/02/2023,928057.0
874,Sabir Ali,Abu Dhabi Knight Riders v MI Emirates,03/02/2023,1328438.0
875,M Jawadullah,Abu Dhabi Knight Riders v Sharjah Warriors,04/02/2023,
876,S Ismail,Delhi Capitals Women v UP Warriorz Women,07/03/2023,276997.0
877,S Yashasri,UP Warriorz Women v Delhi Capitals Women,21/03/2023,
878,Vasu Vats,MI Global A v SACA,04/08/2023,1292515.0
879,H Saleem,MI Global A v SACA,04/08/2023,11111111114.0
880,Yadvinder Chahal,MI Global A v SACA,04/08/2023,1325519.0
881,Z Latif,MI Global B v SACA,04/08/2023,11111111121.0
882,Akash Madhwal,MI Global B v SACA,04/08/2023,1206039.0
883,Beuran Hendricks,MI Global B v SACA,04/08/2023,379927.0
884,B Punnaiah,MI Global B v SACA,04/08/2023,1300712.0
885,Adrian Neill,MI Global B v Scotland A,09/08/2023,1148466.0
886,James Harris,Glamorgan v Mumbai Indians,14/08/2023,212739.0
887,James Harris,Glamorgan v Mumbai Indians,14/08/2023,52078.0
888,Ben Morris,Glamorgan v Mumbai Indians,14/08/2023,1258581.0
889,Ruaidhri Smith,Glamorgan v Mumbai Indians,14/08/2023,458897.0
890,Andy Gorvin,Glamorgan 2nd XI v Mumbai Indians,14/08/2023,737377.0
891,William Moore,Glamorgan 2nd XI v Mumbai Indians,14/08/2023,1330156.0
892,LJ  Fletcher,Northern Superchargers v Trent Rockets,09/08/2022,
893,BTJ Wheal,Southern Brave v London Spirit,12/08/2022,807535.0
894,M  Fisher,Welsh Fire v Southern Brave,12/08/2023,
895,AC Jayed,Khulna Tigers v Chattogram Challengers,09/01/2023,
896,Sunzamul Islam,Fortune Barishal v Chattogram Challengers,13/01/2023,380974.0
897,Tanvir Islam,Fortune Barishal v Comilla Victorians,14/01/2023,932665.0
898,Qazi Onik,Fortune Barishal v Comilla Victorians,14/01/2023,864553.0
899,M Pushpakumara,Dhaka Dominators v Chattogram Challengers,14/01/2023,49868.0
900,Nazmul Islam,Dhaka Dominators v Sylhet Strikers,16/01/2023,446810.0
901,Mukidul Islam,Chattogram Challengers v Comilla Victorians,16/01/2023,990165.0
902,Shafiqul Islam,Khulna Tigers v Comilla Victorians,31/01/2023,932763.0
903,M Sheikh,Dhaka Dominators v Rangpur Riders,03/02/2023,
904,A Jones,Sylhet Strikers v Rangpur Riders,04/02/2023,
905,Nabil Samad,Sylhet Strikers v Rangpur Riders,04/02/2023,56058.0
906,AA Daniel,Colombo Strikers v Kandy Falcons,06/12/2022,
907,KWS Lakshan Fernando,Jaffna Kings v Dambulla Aura,11/12/2022,
908,AM Fernando,Colombo Strikers v Jaffna Kings,12/12/2022,786925.0
909,OR Thomas,Kandy Falcons v Colombo Strikers,17/12/2022,
910,PAKP Jayawickrama,Jaffna Kings v Colombo Strikers,19/12/2022,
911,MVT Fernando,Galle Titans v Dambulla Aura,31/07/2023,465783.0
912,PVD Chameera,Dambulla Aura v B-Love Kandy,04/08/2023,552152.0
913,Archie Lenham,Surrey v Sussex,28/05/2023,1260072.0
914,Jack Brooks,Yorkshire v Nottinghamshire,30/05/2023,10622.0
915,Harry Podmore,Glamorgan v Middlesex,31/05/2023,514398.0
916,Wes Agar,Kent v Glamorgan,02/06/2023,959833.0
917,Thilan Walallawita,Middlesex v Gloucestershire,04/06/2023,905931.0
918,LS Robinson,Durham v Leicestershire,04/06/2023,1377629.0
919,Shoaib Bashir,Hampshire v Somerset,07/06/2023,1334872.0
920,AK Russell,Warwickshire v Northamptonshire,09/06/2023,1154721.0
921,Matthew Waite,Warwickshire v Worcestershire,16/06/2023,765879.0
922,Max Harris,Surrey v Middlesex,22/06/2023,1190568.0
923,A Dale,Gloucestershire v Somerset,23/06/2023,11790.0
924,E Barnes,Derbyshire v Leicestershire,30/06/2023,1022671.0
925,MR Quinn,Somerset v Kent,02/07/2023,559065.0
926,M Imran Khan,,27/01/2022,
927,M Imran,,27/01/2022,
928,S Gul,,28/01/2022,
929,Sohail Khan,,28/01/2022,317252.0
930,Athar Mahmood,,20/02/2022,1122913.0
931,Fawad Ahmed,,21/02/2022,240609.0
932,Ali Majid Shah,,24/02/2022,1278279.0
933,Izharulhaq Naveed,Quetta Gladiators v Multan Sultans,11/03/2023,1076473.0
934,E Adil,MI New York v San Francisco Unicorns,15/07/2023,547092
935,SS Ladda,MI New York v San Francisco Unicorns,15/07/2023,317292
936,Cameron Gannon,Seattle Orcas v Washington Freedom,15/07/2023,326635.0
937,Jasdeep Singh,Seattle Orcas v MI New York,31/07/2023,772471.0
938,KP Meiyappan,MI Emirates v Sharjah Warriors,14/01/2023,1058987.0
940,T Islam,Rangpur Riders v Chattogram Challengers,23/01/2023,401057
940,Afif Dhrubo Hossain,Rangpur Riders v Chattogram Challengers,23/01/2023,935995
941,P Hatzoglou,Essex v Glamorgan,09/06/2023,1191384
941,Jamie McIlroy,Essex v Glamorgan,09/06/2023,741831
942,MG Anthony Finan,Derbyshire v Leicestershire,30/06/2023,1023059
942,E Barnes,Derbyshire v Leicestershire,30/06/2023,1022671
